ogr_appellation;rome_code;libelle_appellation_long;libelle_appellation_court
18904;A1407;Responsable d'élevage équin;Responsable d'élevage équin
20498;A1407;Vacher / Vachère;Vacher / Vachère
10967;A1408;Animalier / Animalière de laboratoire;Animalier / Animalière de laboratoire
10968;A1408;Animalier / Animalière en parc zoologique;Animalier / Animalière en parc zoologique
11079;A1408;Apiculteur / Apicultrice;Apiculteur / Apicultrice
13763;A1408;Coturniculteur / Coturnicultrice (cailles);Coturniculteur / Coturnicultrice (cailles)
13882;A1408;Cyniculteur / Cynicultrice (gibiers);Cyniculteur / Cynicultrice (gibiers)
14532;A1408;Dresseur / Dresseuse de chiens;Dresseur / Dresseuse de chiens
38628;A1408;Éducateur / Éducatrice canin;Éducateur / Éducatrice canin
14685;A1408;Éleveur / Éleveuse d'animaux à fourrure;Éleveur / Éleveuse d'animaux à fourrure
14686;A1408;Éleveur / Éleveuse d'animaux de compagnie;Éleveur / Éleveuse d'animaux de compagnie
14687;A1408;Éleveur / Éleveuse d'autruches;Éleveur / Éleveuse d'autruches
14692;A1408;Éleveur / Éleveuse de cervidés;Éleveur / Éleveuse de cervidés
14693;A1408;Éleveur / Éleveuse de chats;Éleveur / Éleveuse de chats
14698;A1408;Éleveur / Éleveuse de chiens;Éleveur / Éleveuse de chiens
14699;A1408;Éleveur / Éleveuse de chiens guides;Éleveur / Éleveuse de chiens guides
14700;A1408;Éleveur / Éleveuse de crocodiles;Éleveur / Éleveuse de crocodiles
14701;A1408;Éleveur / Éleveuse de grands gibiers;Éleveur / Éleveuse de grands gibiers
14702;A1408;Éleveur / Éleveuse de lamas;Éleveur / Éleveuse de lamas
14707;A1408;Éleveur / Éleveuse de petits gibiers;Éleveur / Éleveuse de petits gibiers
14712;A1408;Éleveur / Éleveuse de reptiles;Éleveur / Éleveuse de reptiles
14713;A1408;Éleveur / Éleveuse de reptiles aquatiques;Éleveur / Éleveuse de reptiles aquatiques
14714;A1408;Éleveur / Éleveuse de rongeurs;Éleveur / Éleveuse de rongeurs
14719;A1408;Éleveur / Éleveuse de visons;Éleveur / Éleveuse de visons
14721;A1408;Éleveur / Éleveuse d'escargots;Éleveur / Éleveuse d'escargots
14722;A1408;Éleveur / Éleveuse d'insectes;Éleveur / Éleveuse d'insectes
15062;A1408;Féliniculteur / Félinicultrice (félins);Féliniculteur / Félinicultrice (félins)
15189;A1408;Garçon / Fille de chenil;Garçon / Fille de chenil
15467;A1408;Héliciculteur / Hélicicultrice (escargots);Héliciculteur / Hélicicultrice (escargots)
16215;A1408;Lombriculteur / Lombricultrice (lombrics);Lombriculteur / Lombricultrice (lombrics)
17416;A1408;Ouvrier / Ouvrière cynicole;Ouvrier / Ouvrière cynicole
18287;A1408;Raniculteur / Ranicultrice (grenouilles);Raniculteur / Ranicultrice (grenouilles)
19412;A1408;Sériciculteur / Séricicultrice (vers à soie);Sériciculteur / Séricicultrice (vers à soie)
20741;A1408;Zootechnicien / Zootechnicienne;Zootechnicien / Zootechnicienne
10232;A1409;Accouveur / Accouveuse;Accouveur / Accouveuse
11467;A1409;Aviculteur / Avicultrice;Aviculteur / Avicultrice
14703;A1409;Éleveur / Éleveuse de lapins;Éleveur / Éleveuse de lapins
14704;A1409;Éleveur / Éleveuse de lapins angoras;Éleveur / Éleveuse de lapins angoras
14705;A1409;Éleveur / Éleveuse de lapins ou de volailles;Éleveur / Éleveuse de lapins ou de volailles
14720;A1409;Éleveur / Éleveuse de volailles;Éleveur / Éleveuse de volailles
14731;A1409;Éleveur-sélectionneur / Éleveuse-sélectionneuse en production de lapins;Éleveur(se)-sélectionneur(se) en production de lapins
14732;A1409;Éleveur-sélectionneur / Éleveuse-sélectionneuse en production de volailles;Éleveur(se)-sélectionneur(se) en production de volailles
14837;A1409;Engraisseur / Engraisseuse de lapins ou de volailles;Engraisseur / Engraisseuse de lapins ou de volailles
15242;A1409;Gaveur / Gaveuse;Gaveur / Gaveuse
16948;A1409;Naisseur / Naisseuse en production de lapins ou de volailles;Naisseur / Naisseuse en production de lapins ou de volailles
17392;A1409;Ouvrier / Ouvrière agricole en production de lapins;Ouvrier / Ouvrière agricole en production de lapins
17393;A1409;Ouvrier / Ouvrière agricole en production de volailles;Ouvrier / Ouvrière agricole en production de volailles
17401;A1409;Ouvrier / Ouvrière agricole spécialisation aviculture;Ouvrier / Ouvrière agricole spécialisation aviculture
17405;A1409;Ouvrier / Ouvrière avicole;Ouvrier / Ouvrière avicole
17415;A1409;Ouvrier / Ouvrière cunicole (lapins);Ouvrier / Ouvrière cunicole (lapins)
17419;A1409;Ouvrier / Ouvrière d'accouvage;Ouvrier / Ouvrière d'accouvage
17466;A1409;Ouvrier / Ouvrière d'élevage en production de lapins;Ouvrier / Ouvrière d'élevage en production de lapins
17467;A1409;Ouvrier / Ouvrière d'élevage en production de volailles;Ouvrier / Ouvrière d'élevage en production de volailles
18810;A1409;Responsable de poulailler;Responsable de poulailler
18899;A1409;Responsable d'élevage avicole;Responsable d'élevage avicole
18901;A1409;Responsable d'élevage cunicole (lapins);Responsable d'élevage cunicole (lapins)
11499;A1410;Berger / Bergère;Berger / Bergère
11500;A1410;Berger / Bergère de production laitière;Berger / Bergère de production laitière
11501;A1410;Berger / Bergère d'estives;Berger / Bergère d'estives
11502;A1410;Berger fromager / Bergère fromagère;Berger fromager / Bergère fromagère
12618;A1410;Chevrier / Chevrière;Chevrier / Chevrière
12619;A1410;Chevrier fromager / Chevrière fromagère;Chevrier fromager / Chevrière fromagère
14683;A1410;Éleveur / Éleveuse d'agneaux;Éleveur / Éleveuse d'agneaux
14690;A1410;Éleveur / Éleveuse de brebis laitières;Éleveur / Éleveuse de brebis laitières
14691;A1410;Éleveur / Éleveuse de caprins;Éleveur / Éleveuse de caprins
14696;A1410;Éleveur / Éleveuse de chèvres;Éleveur / Éleveuse de chèvres
14697;A1410;Éleveur / Éleveuse de chèvres angoras;Éleveur / Éleveuse de chèvres angoras
14706;A1410;Éleveur / Éleveuse de moutons;Éleveur / Éleveuse de moutons
14723;A1410;Éleveur / Éleveuse d'ovins;Éleveur / Éleveuse d'ovins
14725;A1410;Éleveur / Éleveuse en production ovine et caprine;Éleveur / Éleveuse en production ovine et caprine
14728;A1410;Éleveur laitier / Éleveuse laitière en production ovine et caprine;Éleveur(se) laitier(ère) en production ovine et caprine
14729;A1410;Éleveur-sélectionneur / Éleveuse-sélectionneuse d'ovins et de caprins;Éleveur(se)-sélectionneur(se) d'ovins et de caprins
16933;A1410;Moutonnier / Moutonnière;Moutonnier / Moutonnière
17391;A1410;Ouvrier / Ouvrière agricole en production caprine;Ouvrier / Ouvrière agricole en production caprine
17396;A1410;Ouvrier / Ouvrière agricole en production laitière d'ovins ou de caprins;Ouvrier(ère) agricole en prod laitière d'ovins ou de caprins
17397;A1410;Ouvrier / Ouvrière agricole en production ovine;Ouvrier / Ouvrière agricole en production ovine
17457;A1410;Ouvrier / Ouvrière de production ovine;Ouvrier / Ouvrière de production ovine
17465;A1410;Ouvrier / Ouvrière d'élevage en production caprine;Ouvrier / Ouvrière d'élevage en production caprine
17469;A1410;Ouvrier / Ouvrière d'élevage en production ovine;Ouvrier / Ouvrière d'élevage en production ovine
17472;A1410;Ouvrier / Ouvrière d'élevage laitier en production ovine ou caprine;Ouvrier(ère) élevage laitier en production ovine ou caprine
18086;A1410;Producteur / Productrice de lait d'ovin et de caprin;Producteur / Productrice de lait d'ovin et de caprin
18902;A1410;Responsable d'élevage en production caprine;Responsable d'élevage en production caprine
18903;A1410;Responsable d'élevage en production ovine;Responsable d'élevage en production ovine
12216;A1411;Chef de production agricole porcine;Chef de production agricole porcine
12384;A1411;Chef d'élevage porcin;Chef d'élevage porcin
12510;A1411;Chef d'exploitation agricole porcine;Chef d'exploitation agricole porcine
12871;A1411;Conducteur / Conductrice d'atelier de production animale porcine;Conducteur(trice) d'atelier de production animale porcine
14709;A1411;Éleveur / Éleveuse de porcins;Éleveur / Éleveuse de porcins
14710;A1411;Éleveur / Éleveuse de porcs;Éleveur / Éleveuse de porcs
14726;A1411;Éleveur / Éleveuse en production porcine;Éleveur / Éleveuse en production porcine
14733;A1411;Éleveur-sélectionneur / Éleveuse-sélectionneuse en production porcine;Éleveur(se)-sélectionneur(se) en production porcine
14838;A1411;Engraisseur / Engraisseuse de porcelets;Engraisseur / Engraisseuse de porcelets
16949;A1411;Naisseur-engraisseur / Naisseuse-engraisseuse porcin;Naisseur-engraisseur / Naisseuse-engraisseuse porcin
17398;A1411;Ouvrier / Ouvrière agricole en production porcine;Ouvrier / Ouvrière agricole en production porcine
17458;A1411;Ouvrier / Ouvrière de production porcine;Ouvrier / Ouvrière de production porcine
17470;A1411;Ouvrier / Ouvrière d'élevage en production porcine;Ouvrier / Ouvrière d'élevage en production porcine
17400;A1411;Ouvrier agricole polyvalent / Ouvrière agricole polyvalente en élevage porcin;Ouvrier(ère) agricole polyvalent(e) en élevage porcin
17890;A1411;Porcher / Porchère;Porcher / Porchère
18104;A1411;Producteur / Productrice hors sol porcin;Producteur / Productrice hors sol porcin
18414;A1411;Régisseur / Régisseuse d'exploitation agricole porcine;Régisseur / Régisseuse d'exploitation agricole porcine
18422;A1411;Régisseur / Régisseuse en agriculture porcine;Régisseur / Régisseuse en agriculture porcine
18425;A1411;Régisseur / Régisseuse polyculture élevage porcin;Régisseur / Régisseuse polyculture élevage porcin
18905;A1411;Responsable d'élevage porcin;Responsable d'élevage porcin
19358;A1411;Second / Seconde d'exploitation porcine;Second / Seconde d'exploitation porcine
20260;A1411;Technicien spécialisé / Technicienne spécialisée en conduite d'élevage porcin;Technicien(ne) spécialisé(e) en conduite d'élevage porcin
10329;A1412;Affineur / Affineuse de fromages;Affineur / Affineuse de fromages
15028;A1412;Fabricant-affineur / Fabricante-affineuse de fromages;Fabricant-affineur / Fabricante-affineuse de fromages
15170;A1412;Fromager / Fromagère;Fromager / Fromagère
15171;A1412;Fromager-affineur / Fromagère-affineuse;Fromager-affineur / Fromagère-affineuse
38571;A1413;Aide caviste;Aide caviste
11590;A1413;Brasseur / Brasseuse de bière;Brasseur / Brasseuse de bière
11592;A1413;Brasseur-malteur / Brasseuse-malteuse;Brasseur-malteur / Brasseuse-malteuse
11717;A1413;Caviste;Caviste
12008;A1413;Chef caviste;Chef caviste
12080;A1413;Chef de cave;Chef de cave
12638;A1413;Cidrier / Cidrière;Cidrier / Cidrière
140927;A1413;Cuviste;Cuviste
14761;A1413;Employé / Employée de chai;Employé / Employée de chai
16299;A1413;Maître / Maîtresse de chai;Maître / Maîtresse de chai
17010;A1413;Oenologue;Oenologue
17011;A1413;Oenologue conseil;Oenologue conseil
17012;A1413;Oenologue en recherche développement;Oenologue en recherche développement
17423;A1413;Ouvrier / Ouvrière de chai;Ouvrier / Ouvrière de chai
17425;A1413;Ouvrier / Ouvrière de cidrerie;Ouvrier / Ouvrière de cidrerie
11166;A1414;Aspigiculteur / Aspigicultrice;Aspigiculteur / Aspigicultrice
11608;A1414;Bulbiculteur / Bulbicultrice;Bulbiculteur / Bulbicultrice
11731;A1414;Champignonniste;Champignonniste
12114;A1414;Chef de culture champignonniste;Chef de culture champignonniste
12115;A1414;Chef de culture en exploitation maraîchère;Chef de culture en exploitation maraîchère
12116;A1414;Chef de culture floriculture;Chef de culture floriculture
12117;A1414;Chef de culture horticole;Chef de culture horticole
12118;A1414;Chef de culture maraîchère;Chef de culture maraîchère
12119;A1414;Chef de culture pépinière;Chef de culture pépinière
38774;A1414;Chef d'équipe en production maraîchère;Chef d'équipe en production maraîchère
12520;A1414;Chef d'exploitation en maraîchage-horticulture;Chef d'exploitation en maraîchage-horticulture
13216;A1414;Conducteur / Conductrice de travaux horticoles;Conducteur / Conductrice de travaux horticoles
13846;A1414;Cressiculteur / Cressicultrice;Cressiculteur / Cressicultrice
13874;A1414;Cultivateur / Cultivatrice de primeurs;Cultivateur / Cultivatrice de primeurs
13875;A1414;Cultivateur / Cultivatrice d'endives;Cultivateur / Cultivatrice d'endives
14364;A1414;Directeur / Directrice des cultures;Directeur / Directrice des cultures
14824;A1414;Endivier / Endivière;Endivier / Endivière
15098;A1414;Floriculteur / Floricultrice;Floriculteur / Floricultrice
15476;A1414;Horticulteur / Horticultrice;Horticulteur / Horticultrice
16164;A1414;Lavandiculteur / Lavandicultrice;Lavandiculteur / Lavandicultrice
16384;A1414;Maraîcher / Maraîchère;Maraîcher / Maraîchère
17372;A1414;Osiériculteur / Osiéricultrice;Osiériculteur / Osiéricultrice
17388;A1414;Ouvrier / Ouvrière agricole en maraîchage-horticulture;Ouvrier / Ouvrière agricole en maraîchage-horticulture
17411;A1414;Ouvrier / Ouvrière champignonniste;Ouvrier / Ouvrière champignonniste
17424;A1414;Ouvrier / Ouvrière de champignonnière;Ouvrier / Ouvrière de champignonnière
17427;A1414;Ouvrier / Ouvrière de culture maraîchère;Ouvrier / Ouvrière de culture maraîchère
17494;A1414;Ouvrier / Ouvrière en production horticole biologique;Ouvrier / Ouvrière en production horticole biologique
17495;A1414;Ouvrier / Ouvrière en production maraîchère biologique;Ouvrier / Ouvrière en production maraîchère biologique
17496;A1414;Ouvrier / Ouvrière en production pépinière biologique;Ouvrier / Ouvrière en production pépinière biologique
17504;A1414;Ouvrier / Ouvrière horticole;Ouvrier / Ouvrière horticole
17505;A1414;Ouvrier / Ouvrière horticole serriste;Ouvrier / Ouvrière horticole serriste
17516;A1414;Ouvrier / Ouvrière pépiniériste;Ouvrier / Ouvrière pépiniériste
17530;A1414;Ouvrier / Ouvrière serriste;Ouvrier / Ouvrière serriste
17506;A1414;Ouvrier maraîcher / Ouvrière maraîchère;Ouvrier maraîcher / Ouvrière maraîchère
17507;A1414;Ouvrier maraîcher / Ouvrière maraîchère de culture légumière;Ouvrier maraîcher / Ouvrière maraîchère de culture légumière
17508;A1414;Ouvrier maraîcher / Ouvrière maraîchère primeuriste;Ouvrier maraîcher / Ouvrière maraîchère primeuriste
17653;A1414;Pépiniériste;Pépiniériste
17654;A1414;Pépiniériste viticole;Pépiniériste viticole
18067;A1414;Primeuriste;Primeuriste
18088;A1414;Producteur / Productrice de plantes à parfum;Producteur / Productrice de plantes à parfum
18089;A1414;Producteur / Productrice de plantes aromatiques;Producteur / Productrice de plantes aromatiques
18090;A1414;Producteur / Productrice de plantes in vitro;Producteur / Productrice de plantes in vitro
18091;A1414;Producteur / Productrice de plantes médicinales;Producteur / Productrice de plantes médicinales
18095;A1414;Producteur / Productrice de semences;Producteur / Productrice de semences
18097;A1414;Producteur / Productrice de tabac;Producteur / Productrice de tabac
